	Index	Sequence	Path_Delay	Logic_Delay	Net_Delay	Logic_to_Net_Ratio	Slice_LUTs	LUTs_as_Memory	LUTs_as_Logic	RegsFF	RegsLatch	ABC_Delay	ABC_Area	Benchmark	Previous	Final_Pass	Improvement
116	116	['&synch2', '&if -W 300 -g -K 6', '&b']	21.611	4.719(22%)	16.892(78%)	22.0	7229.0	0.0	7229.0	2784.0	0.0	2414.0	7196.0	armcore	['&synch2', '&if -W 300 -g -K 6']	&b	2.857000000000003
117	117	['&dch', '&if -W 300 -g -K 6', '&b']	24.087	5.215(22%)	18.872(78%)	22.0	7287.0	0.0	7287.0	2784.0	0.0	2414.0	7214.0	armcore	['&dch', '&if -W 300 -g -K 6']	&b	-1.091000000000001
118	118	['&dch -f', '&if -W 300 -g -K 6', '&b']	22.783	4.967(22%)	17.816(78%)	22.0	7250.0	0.0	7250.0	2784.0	0.0	2414.0	7401.0	armcore	['&dch -f', '&if -W 300 -g -K 6']	&b	1.1509999999999998
119	119	['&if -W 300 -K 6 -v', '&mfs', '&st', '&if -W 300 -g -K 6', '&b']	22.916999999999998	5.091(23%)	17.826(77%)	23.0	7252.0	0.0	7252.0	2784.0	0.0	2414.0	7246.0	armcore	['&if -W 300 -K 6 -v', '&mfs', '&st', '&if -W 300 -g -K 6']	&b	-0.8089999999999975
120	120	['&if -W 300 -K 6 -v', '&st', '&if -W 300 -g -K 6', '&b']	22.628	4.843(22%)	17.785(78%)	22.0	7261.0	0.0	7261.0	2784.0	0.0	2414.0	7267.0	armcore	['&if -W 300 -K 6 -v', '&st', '&if -W 300 -g -K 6']	&b	-0.6879999999999988
121	121	['&dc2', '&if -W 300 -y -K 6', '&b']	20.891	4.595(22%)	16.296(78%)	22.0	7455.0	0.0	7455.0	2784.0	0.0	2414.0	7654.0	armcore	['&dc2', '&if -W 300 -y -K 6']	&b	0.2840000000000025
122	122	['&syn2', '&if -W 300 -y -K 6', '&b']	20.619	4.582(23%)	16.037(77%)	23.0	7265.0	0.0	7265.0	2784.0	0.0	2414.0	7182.0	armcore	['&syn2', '&if -W 300 -y -K 6']	&b	0.14199999999999946
123	123	['&syn3', '&if -W 300 -y -K 6', '&b']	21.701999999999998	4.719(22%)	16.983(78%)	22.0	7285.0	0.0	7285.0	2784.0	0.0	2414.0	7240.0	armcore	['&syn3', '&if -W 300 -y -K 6']	&b	-0.5650000000000013
124	124	['&syn4', '&if -W 300 -y -K 6', '&b']	18.382	4.295(24%)	14.087(76%)	24.0	7705.0	0.0	7705.0	2784.0	0.0	2414.0	7237.0	armcore	['&syn4', '&if -W 300 -y -K 6']	&b	0.022999999999999687
125	125	['&if -W 300 -K 6 -v', '&st', '&if -W 300 -x -K 6']	25.288	5.587(23%)	19.701(77%)	23.0	7210.0	0.0	7210.0	2784.0	0.0	2414.0	7230.0	armcore	['&if -W 300 -K 6 -v', '&st']	&if -W 300 -x -K 6	1.2389999999999972
126	126	['&b', '&if -W 300 -y -K 6', '&b']	25.546999999999997	5.587(22%)	19.960(78%)	22.0	7291.0	0.0	7291.0	2784.0	0.0	2414.0	7253.0	armcore	['&b', '&if -W 300 -y -K 6']	&b	0.4390000000000036
127	127	['&b -d', '&if -W 300 -y -K 6', '&b']	23.366999999999997	5.091(22%)	18.276(78%)	22.0	7292.0	0.0	7292.0	2784.0	0.0	2414.0	7196.0	armcore	['&b -d', '&if -W 300 -y -K 6']	&b	0.0
128	128	['&if -W 300 -x -K 6', '&if -W 300 -y -K 6', '&b']	22.815	4.967(22%)	17.848(78%)	22.0	7282.0	0.0	7282.0	2784.0	0.0	2414.0	7319.0	armcore	['&if -W 300 -x -K 6', '&if -W 300 -y -K 6']	&b	0.3979999999999997
129	129	['&if -W 300 -g -K 6', '&if -W 300 -y -K 6', '&b']	24.468000000000004	5.215(22%)	19.253(78%)	22.0	7311.0	0.0	7311.0	2784.0	0.0	2415.0	7176.0	armcore	['&if -W 300 -g -K 6', '&if -W 300 -y -K 6']	&b	-3.4420000000000037
130	130	['&if -W 300 -y -K 6', '&if -W 300 -y -K 6', '&b']	24.612	5.463(23%)	19.149(77%)	23.0	7330.0	0.0	7330.0	2784.0	0.0	2414.0	7223.0	armcore	['&if -W 300 -y -K 6', '&if -W 300 -y -K 6']	&b	0.0
131	131	['&synch2', '&if -W 300 -y -K 6', '&b']	20.278	4.524(23%)	15.754(77%)	23.0	7259.0	0.0	7259.0	2784.0	0.0	2414.0	7224.0	armcore	['&synch2', '&if -W 300 -y -K 6']	&b	-0.4839999999999982
132	132	['&dch', '&if -W 300 -y -K 6', '&b']	21.275	4.582(22%)	16.693(78%)	22.0	7348.0	0.0	7348.0	2784.0	0.0	2414.0	7430.0	armcore	['&dch', '&if -W 300 -y -K 6']	&b	1.6460000000000008
133	133	['&dch -f', '&if -W 300 -y -K 6', '&b']	21.805999999999997	4.823(23%)	16.983(77%)	23.0	7192.0	0.0	7192.0	2784.0	0.0	2875.0	7251.0	armcore	['&dch -f', '&if -W 300 -y -K 6']	&b	-1.0
134	134	['&if -W 300 -K 6 -v', '&mfs', '&st', '&if -W 300 -y -K 6', '&b']	21.77	4.843(23%)	16.927(77%)	23.0	7257.0	0.0	7257.0	2784.0	0.0	2414.0	7180.0	armcore	['&if -W 300 -K 6 -v', '&mfs', '&st', '&if -W 300 -y -K 6']	&b	0.22300000000000253
135	135	['&if -W 300 -K 6 -v', '&st', '&if -W 300 -y -K 6', '&b']	23.061999999999998	5.091(23%)	17.971(77%)	23.0	7297.0	0.0	7297.0	2784.0	0.0	2875.0	7149.0	armcore	['&if -W 300 -K 6 -v', '&st', '&if -W 300 -y -K 6']	&b	0.5110000000000028
136	136	['&dc2', '&if -W 300 -g -K 6']	21.18	4.595(22%)	16.585(78%)	22.0	7495.0	0.0	7495.0	2784.0	0.0	2873.0	7370.0	armcore	['&dc2']	&if -W 300 -g -K 6	3.4319999999999986
137	137	['&dc2', '&synch2', '&b']	20.434	4.471(22%)	15.963(78%)	22.0	7279.0	0.0	7279.0	2784.0	0.0	2875.0	7151.0	armcore	['&dc2', '&synch2']	&b	3.897999999999996
138	138	['&syn2', '&synch2', '&b']	18.537	5.099(28%)	13.438(72%)	28.0	7244.0	0.0	7244.0	2784.0	0.0	2876.0	7151.0	armcore	['&syn2', '&synch2']	&b	2.636000000000003
139	139	['&syn3', '&synch2', '&b']	19.465	4.347(23%)	15.118(77%)	23.0	7188.0	0.0	7188.0	2784.0	0.0	2414.0	7186.0	armcore	['&syn3', '&synch2']	&b	2.179000000000002
140	140	['&syn4', '&synch2', '&b']	17.476	3.851(23%)	13.625(77%)	23.0	7440.0	0.0	7440.0	2784.0	0.0	2414.0	7210.0	armcore	['&syn4', '&synch2']	&b	2.530000000000001
141	141	['&b', '&synch2', '&b']	19.207	4.099(22%)	15.108(78%)	22.0	7203.0	0.0	7203.0	2784.0	0.0	2414.0	7209.0	armcore	['&b', '&synch2']	&b	2.503
142	142	['&b -d', '&synch2', '&b']	19.207	4.099(22%)	15.108(78%)	22.0	7196.0	0.0	7196.0	2784.0	0.0	2875.0	7153.0	armcore	['&b -d', '&synch2']	&b	2.503
143	143	['&if -W 300 -x -K 6', '&synch2', '&b']	18.148	4.909(28%)	13.239(72%)	28.0	7244.0	0.0	7244.0	2784.0	0.0	2414.0	7228.0	armcore	['&if -W 300 -x -K 6', '&synch2']	&b	4.873000000000001
144	144	['&if -W 300 -g -K 6', '&synch2', '&b']	20.58	4.471(22%)	16.109(78%)	22.0	7239.0	0.0	7239.0	2784.0	0.0	2877.0	7130.0	armcore	['&if -W 300 -g -K 6', '&synch2']	&b	0.995000000000001
145	145	['&if -W 300 -y -K 6', '&synch2', '&b']	20.227	4.471(23%)	15.756(77%)	23.0	7258.0	0.0	7258.0	2784.0	0.0	2876.0	7070.0	armcore	['&if -W 300 -y -K 6', '&synch2']	&b	1.4420000000000002
146	146	['&synch2', '&synch2', '&b']	19.368	4.158(22%)	15.210(78%)	22.0	7217.0	0.0	7217.0	2784.0	0.0	2877.0	7127.0	armcore	['&synch2', '&synch2']	&b	0.20200000000000173
147	147	['&syn2', '&if -W 300 -g -K 6']	21.184	4.719(23%)	16.465(77%)	23.0	7267.0	0.0	7267.0	2784.0	0.0	2877.0	7151.0	armcore	['&syn2']	&if -W 300 -g -K 6	3.4279999999999973
148	148	['&dch', '&synch2', '&b']	20.680999999999997	4.347(22%)	16.334(78%)	22.0	7189.0	0.0	7189.0	2784.0	0.0	2879.0	7298.0	armcore	['&dch', '&synch2']	&b	3.5
149	149	['&dch -f', '&synch2', '&b']	20.355	4.595(23%)	15.760(77%)	23.0	7130.0	0.0	7130.0	2784.0	0.0	2414.0	7440.0	armcore	['&dch -f', '&synch2']	&b	0.3440000000000012
150	150	['&if -W 300 -K 6 -v', '&mfs', '&st', '&synch2', '&b']	20.025	4.489(23%)	15.536(77%)	23.0	7171.0	0.0	7171.0	2784.0	0.0	2880.0	7507.0	armcore	['&if -W 300 -K 6 -v', '&mfs', '&st', '&synch2']	&b	1.8540000000000028
151	151	['&if -W 300 -K 6 -v', '&st', '&synch2', '&b']	19.491	4.223(22%)	15.268(78%)	22.0	7189.0	0.0	7189.0	2784.0	0.0	2878.0	7717.0	armcore	['&if -W 300 -K 6 -v', '&st', '&synch2']	&b	2.9670000000000023
152	152	['&dc2', '&dch', '&b']	23.358	5.091(22%)	18.267(78%)	22.0	7364.0	0.0	7364.0	2784.0	0.0	2879.0	7469.0	armcore	['&dc2', '&dch']	&b	2.442999999999998
153	153	['&syn2', '&dch', '&b']	19.792	4.347(22%)	15.445(78%)	22.0	7508.0	0.0	7508.0	2784.0	0.0	2880.0	7478.0	armcore	['&syn2', '&dch']	&b	1.3780000000000001
154	154	['&syn3', '&dch', '&b']	19.825	4.524(23%)	15.301(77%)	23.0	7563.0	0.0	7563.0	2784.0	0.0	2414.0	7251.0	armcore	['&syn3', '&dch']	&b	1.3480000000000025
155	155	['&syn4', '&dch', '&b']	19.451	4.334(23%)	15.117(77%)	23.0	7813.0	0.0	7813.0	2784.0	0.0	2414.0	7385.0	armcore	['&syn4', '&dch']	&b	0.5499999999999972
156	156	['&b', '&dch', '&b']	20.737	4.471(22%)	16.266(78%)	22.0	7531.0	0.0	7531.0	2784.0	0.0	2414.0	7319.0	armcore	['&b', '&dch']	&b	6.171000000000003
157	157	['&b -d', '&dch', '&b']	24.160999999999998	5.215(22%)	18.946(78%)	22.0	7524.0	0.0	7524.0	2784.0	0.0	2415.0	7343.0	armcore	['&b -d', '&dch']	&b	-1.6699999999999982
158	158	['&syn3', '&if -W 300 -g -K 6']	22.593000000000004	4.967(22%)	17.626(78%)	22.0	7302.0	0.0	7302.0	2784.0	0.0	2877.0	7423.0	armcore	['&syn3']	&if -W 300 -g -K 6	2.018999999999995
159	159	['&if -W 300 -x -K 6', '&dch', '&b']	23.515	5.091(22%)	18.424(78%)	22.0	7458.0	0.0	7458.0	2784.0	0.0	2879.0	7267.0	armcore	['&if -W 300 -x -K 6', '&dch']	&b	5.826999999999998
160	160	['&if -W 300 -g -K 6', '&dch', '&b']	23.23	5.091(22%)	18.139(78%)	22.0	7365.0	0.0	7365.0	2784.0	0.0	2880.0	7271.0	armcore	['&if -W 300 -g -K 6', '&dch']	&b	3.2729999999999997
161	161	['&if -W 300 -y -K 6', '&dch', '&b']	24.054000000000002	5.215(22%)	18.839(78%)	22.0	7387.0	0.0	7387.0	2784.0	0.0	2878.0	7347.0	armcore	['&if -W 300 -y -K 6', '&dch']	&b	2.8719999999999963
162	162	['&synch2', '&dch', '&b']	19.951	4.400(23%)	15.551(77%)	23.0	7501.0	0.0	7501.0	2784.0	0.0	2878.0	7429.0	armcore	['&synch2', '&dch']	&b	0.18999999999999773
163	163	['&dch', '&dch', '&b']	23.410999999999998	5.091(22%)	18.320(78%)	22.0	7331.0	0.0	7331.0	2784.0	0.0	2880.0	7327.0	armcore	['&dch', '&dch']	&b	0.0259999999999998
164	164	['&dch -f', '&dch', '&b']	24.013	5.215(22%)	18.798(78%)	22.0	7351.0	0.0	7351.0	2784.0	0.0	2414.0	7271.0	armcore	['&dch -f', '&dch']	&b	-0.1280000000000001
165	165	['&if -W 300 -K 6 -v', '&mfs', '&st', '&dch', '&b']	20.007	4.640(24%)	15.367(76%)	24.0	7408.0	0.0	7408.0	2784.0	0.0	2414.0	7700.0	armcore	['&if -W 300 -K 6 -v', '&mfs', '&st', '&dch']	&b	0.8129999999999988
166	166	['&if -W 300 -K 6 -v', '&st', '&dch', '&b']	20.561999999999998	4.764(24%)	15.798(76%)	24.0	7467.0	0.0	7467.0	2784.0	0.0	2880.0	7352.0	armcore	['&if -W 300 -K 6 -v', '&st', '&dch']	&b	3.6010000000000026
167	167	['&dc2', '&dch -f', '&b']	24.011999999999997	5.215(22%)	18.797(78%)	22.0	7388.0	0.0	7388.0	2784.0	0.0	2878.0	7756.0	armcore	['&dc2', '&dch -f']	&b	0.8010000000000055
168	168	['&syn2', '&dch -f', '&b']	20.809	4.458(22%)	16.351(78%)	22.0	7324.0	0.0	7324.0	2784.0	0.0	2879.0	7333.0	armcore	['&syn2', '&dch -f']	&b	0.3619999999999983
169	169	['&syn4', '&if -W 300 -g -K 6']	18.811	4.295(23%)	14.516(77%)	23.0	7727.0	0.0	7727.0	2784.0	0.0	2878.0	7341.0	armcore	['&syn4']	&if -W 300 -g -K 6	5.800999999999998
170	170	['&syn3', '&dch -f', '&b']	20.81	4.458(22%)	16.352(78%)	22.0	7416.0	0.0	7416.0	2784.0	0.0	2414.0	7322.0	armcore	['&syn3', '&dch -f']	&b	1.3490000000000038
171	171	['&syn4', '&dch -f', '&b']	19.618	4.210(22%)	15.408(78%)	22.0	7765.0	0.0	7765.0	2784.0	0.0	2414.0	7294.0	armcore	['&syn4', '&dch -f']	&b	0.4740000000000002
172	172	['&b', '&dch -f', '&b']	20.771	4.471(22%)	16.300(78%)	22.0	7399.0	0.0	7399.0	2784.0	0.0	2414.0	7276.0	armcore	['&b', '&dch -f']	&b	5.942
173	173	['&b -d', '&dch -f', '&b']	23.625	5.091(22%)	18.534(78%)	22.0	7394.0	0.0	7394.0	2784.0	0.0	2876.0	7323.0	armcore	['&b -d', '&dch -f']	&b	1.4789999999999992
174	174	['&if -W 300 -x -K 6', '&dch -f', '&b']	22.866999999999997	4.967(22%)	17.900(78%)	22.0	7414.0	0.0	7414.0	2784.0	0.0	2880.0	7285.0	armcore	['&if -W 300 -x -K 6', '&dch -f']	&b	5.305
175	175	['&if -W 300 -g -K 6', '&dch -f', '&b']	23.315	4.967(22%)	18.348(78%)	22.0	7377.0	0.0	7377.0	2784.0	0.0	2879.0	7265.0	armcore	['&if -W 300 -g -K 6', '&dch -f']	&b	4.140999999999998
176	176	['&if -W 300 -y -K 6', '&dch -f', '&b']	22.87	4.967(22%)	17.903(78%)	22.0	7341.0	0.0	7341.0	2784.0	0.0	2414.0	7333.0	armcore	['&if -W 300 -y -K 6', '&dch -f']	&b	3.5040000000000013
177	177	['&synch2', '&dch -f', '&b']	20.019000000000002	4.640(24%)	15.379(76%)	24.0	7404.0	0.0	7404.0	2784.0	0.0	2878.0	7247.0	armcore	['&synch2', '&dch -f']	&b	0.12099999999999866
178	178	['&dch', '&dch -f', '&b']	24.581999999999997	5.339(22%)	19.243(78%)	22.0	7362.0	0.0	7362.0	2784.0	0.0	2876.0	7278.0	armcore	['&dch', '&dch -f']	&b	-1.0079999999999956
179	179	['&dch -f', '&dch -f', '&b']	24.214000000000002	5.215(22%)	18.999(78%)	22.0	7335.0	0.0	7335.0	2784.0	0.0	2876.0	7266.0	armcore	['&dch -f', '&dch -f']	&b	0.3409999999999975
180	180	['&b', '&if -W 300 -g -K 6']	25.114	5.463(22%)	19.651(78%)	22.0	7360.0	0.0	7360.0	2784.0	0.0	2414.0	7133.0	armcore	['&b']	&if -W 300 -g -K 6	-0.5020000000000024
181	181	['&if -W 300 -K 6 -v', '&mfs', '&st', '&dch -f', '&b']	20.709	4.471(22%)	16.238(78%)	22.0	7290.0	0.0	7290.0	2784.0	0.0	2878.0	7113.0	armcore	['&if -W 300 -K 6 -v', '&mfs', '&st', '&dch -f']	&b	1.7629999999999981
182	182	['&if -W 300 -K 6 -v', '&st', '&dch -f', '&b']	20.335	4.458(22%)	15.877(78%)	22.0	7348.0	0.0	7348.0	2784.0	0.0	2879.0	7626.0	armcore	['&if -W 300 -K 6 -v', '&st', '&dch -f']	&b	4.195
183	183	['&dc2', '&if -W 300 -K 6 -v', '&mfs', '&st', '&b']	21.568	4.823(23%)	16.745(77%)	23.0	7340.0	0.0	7340.0	2784.0	0.0	2878.0	7150.0	armcore	['&dc2', '&if -W 300 -K 6 -v', '&mfs', '&st']	&b	1.4499999999999993
184	184	['&syn2', '&if -W 300 -K 6 -v', '&mfs', '&st', '&b']	19.753	4.347(23%)	15.406(77%)	23.0	7204.0	0.0	7204.0	2784.0	0.0	2878.0	7138.0	armcore	['&syn2', '&if -W 300 -K 6 -v', '&mfs', '&st']	&b	0.4399999999999977
185	185	['&syn3', '&if -W 300 -K 6 -v', '&mfs', '&st', '&b']	20.038	4.471(23%)	15.567(77%)	23.0	7145.0	0.0	7145.0	2784.0	0.0	2414.0	7153.0	armcore	['&syn3', '&if -W 300 -K 6 -v', '&mfs', '&st']	&b	0.4250000000000007
186	186	['&syn4', '&if -W 300 -K 6 -v', '&mfs', '&st', '&b']	19.109	4.099(22%)	15.010(78%)	22.0	7661.0	0.0	7661.0	2784.0	0.0	2414.0	7167.0	armcore	['&syn4', '&if -W 300 -K 6 -v', '&mfs', '&st']	&b	-0.5399999999999991
187	187	['&b', '&if -W 300 -K 6 -v', '&mfs', '&st', '&b']	20.971	4.471(22%)	16.500(78%)	22.0	7207.0	0.0	7207.0	2784.0	0.0	1533.0	7883.0	armcore	['&b', '&if -W 300 -K 6 -v', '&mfs', '&st']	&b	-0.48799999999999955
188	188	['&b -d', '&if -W 300 -K 6 -v', '&mfs', '&st', '&b']	20.741	4.471(22%)	16.270(78%)	22.0	7182.0	0.0	7182.0	2784.0	0.0	2414.0	7181.0	armcore	['&b -d', '&if -W 300 -K 6 -v', '&mfs', '&st']	&b	-0.129999999999999
189	189	['&if -W 300 -x -K 6', '&if -W 300 -K 6 -v', '&mfs', '&st', '&b']	26.008000000000003	5.711(22%)	20.297(78%)	22.0	7183.0	0.0	7183.0	2784.0	0.0	2877.0	7157.0	armcore	['&if -W 300 -x -K 6', '&if -W 300 -K 6 -v', '&mfs', '&st']	&b	-2.2300000000000004
190	190	['&if -W 300 -g -K 6', '&if -W 300 -K 6 -v', '&mfs', '&st', '&b']	20.605999999999998	4.471(22%)	16.135(78%)	22.0	7234.0	0.0	7234.0	2784.0	0.0	2879.0	7026.0	armcore	['&if -W 300 -g -K 6', '&if -W 300 -K 6 -v', '&mfs', '&st']	&b	0.27300000000000324
192	192	['&if -W 300 -y -K 6', '&if -W 300 -K 6 -v', '&mfs', '&st', '&b']	23.807	5.215(22%)	18.592(78%)	22.0	7250.0	0.0	7250.0	2784.0	0.0	2879.0	7122.0	armcore	['&if -W 300 -y -K 6', '&if -W 300 -K 6 -v', '&mfs', '&st']	&b	-1.8949999999999996
193	193	['&synch2', '&if -W 300 -K 6 -v', '&mfs', '&st', '&b']	20.962	4.595(22%)	16.367(78%)	22.0	7206.0	0.0	7206.0	2784.0	0.0	2879.0	7141.0	armcore	['&synch2', '&if -W 300 -K 6 -v', '&mfs', '&st']	&b	-0.4720000000000013
194	194	['&dch', '&if -W 300 -K 6 -v', '&mfs', '&st', '&b']	20.572	4.471(22%)	16.101(78%)	22.0	7094.0	0.0	7094.0	2784.0	0.0	2878.0	7308.0	armcore	['&dch', '&if -W 300 -K 6 -v', '&mfs', '&st']	&b	1.7570000000000014
195	195	['&dch -f', '&if -W 300 -K 6 -v', '&mfs', '&st', '&b']	20.909000000000002	4.595(22%)	16.314(78%)	22.0	7110.0	0.0	7110.0	2784.0	0.0	2414.0	7198.0	armcore	['&dch -f', '&if -W 300 -K 6 -v', '&mfs', '&st']	&b	1.6569999999999965
196	196	['&if -W 300 -K 6 -v', '&mfs', '&st', '&if -W 300 -K 6 -v', '&mfs', '&st', '&b']	22.215999999999998	4.843(22%)	17.373(78%)	22.0	7194.0	0.0	7194.0	2784.0	0.0	2878.0	7181.0	armcore	['&if -W 300 -K 6 -v', '&mfs', '&st', '&if -W 300 -K 6 -v', '&mfs', '&st']	&b	-0.5329999999999941
197	197	['&if -W 300 -K 6 -v', '&st', '&if -W 300 -K 6 -v', '&mfs', '&st', '&b']	23.213	5.091(22%)	18.122(78%)	22.0	7207.0	0.0	7207.0	2784.0	0.0	2879.0	7734.0	armcore	['&if -W 300 -K 6 -v', '&st', '&if -W 300 -K 6 -v', '&mfs', '&st']	&b	-0.13400000000000034
198	198	['&dc2', '&if -W 300 -K 6 -v', '&st', '&b']	21.176	4.595(22%)	16.581(78%)	22.0	7376.0	0.0	7376.0	2784.0	0.0	2414.0	7286.0	armcore	['&dc2', '&if -W 300 -K 6 -v', '&st']	&b	1.8370000000000033
199	199	['&syn2', '&if -W 300 -K 6 -v', '&st', '&b']	20.302	4.471(23%)	15.831(77%)	23.0	7239.0	0.0	7239.0	2784.0	0.0	2878.0	7174.0	armcore	['&syn2', '&if -W 300 -K 6 -v', '&st']	&b	-0.30900000000000105
200	200	['&syn3', '&if -W 300 -K 6 -v', '&st', '&b']	20.49	4.471(22%)	16.019(78%)	22.0	7190.0	0.0	7190.0	2784.0	0.0	2878.0	7179.0	armcore	['&syn3', '&if -W 300 -K 6 -v', '&st']	&b	0.6530000000000022
201	201	['&syn4', '&if -W 300 -K 6 -v', '&st', '&b']	19.817999999999998	4.347(22%)	15.471(78%)	22.0	7779.0	0.0	7779.0	2784.0	0.0	2414.0	7188.0	armcore	['&syn4', '&if -W 300 -K 6 -v', '&st']	&b	0.33000000000000185
202	202	['&if -W 300 -x -K 6', '&if -W 300 -g -K 6']	25.752	5.587(22%)	20.165(78%)	22.0	7335.0	0.0	7335.0	2784.0	0.0	2414.0	7205.0	armcore	['&if -W 300 -x -K 6']	&if -W 300 -g -K 6	-1.1400000000000006
203	203	['&b', '&if -W 300 -K 6 -v', '&st', '&b']	19.58	4.223(22%)	15.357(78%)	22.0	7195.0	0.0	7195.0	2784.0	0.0	2414.0	7214.0	armcore	['&b', '&if -W 300 -K 6 -v', '&st']	&b	1.0310000000000024
204	204	['&b -d', '&if -W 300 -K 6 -v', '&st', '&b']	20.214000000000002	4.471(23%)	15.743(77%)	23.0	7195.0	0.0	7195.0	2784.0	0.0	2877.0	7195.0	armcore	['&b -d', '&if -W 300 -K 6 -v', '&st']	&b	0.5059999999999967
205	205	['&if -W 300 -x -K 6', '&if -W 300 -K 6 -v', '&st', '&b']	23.108	5.091(23%)	18.017(77%)	23.0	7192.0	0.0	7192.0	2784.0	0.0	2880.0	7133.0	armcore	['&if -W 300 -x -K 6', '&if -W 300 -K 6 -v', '&st']	&b	3.9400000000000013
206	206	['&if -W 300 -g -K 6', '&if -W 300 -K 6 -v', '&st', '&b']	22.642	4.967(22%)	17.675(78%)	22.0	7227.0	0.0	7227.0	2784.0	0.0	2878.0	7141.0	armcore	['&if -W 300 -g -K 6', '&if -W 300 -K 6 -v', '&st']	&b	-0.15500000000000114
207	207	['&if -W 300 -y -K 6', '&if -W 300 -K 6 -v', '&st', '&b']	25.038	5.339(22%)	19.699(78%)	22.0	7270.0	0.0	7270.0	2784.0	0.0	2879.0	7177.0	armcore	['&if -W 300 -y -K 6', '&if -W 300 -K 6 -v', '&st']	&b	-1.2699999999999996
208	208	['&synch2', '&if -W 300 -K 6 -v', '&st', '&b']	20.999000000000002	4.595(22%)	16.404(78%)	22.0	7236.0	0.0	7236.0	2784.0	0.0	2879.0	7208.0	armcore	['&synch2', '&if -W 300 -K 6 -v', '&st']	&b	-0.5400000000000027
209	209	['&dch', '&if -W 300 -K 6 -v', '&st', '&b']	20.948	4.582(22%)	16.366(78%)	22.0	7108.0	0.0	7108.0	2784.0	0.0	2880.0	7399.0	armcore	['&dch', '&if -W 300 -K 6 -v', '&st']	&b	1.913999999999998
210	210	['&dch -f', '&if -W 300 -K 6 -v', '&st', '&b']	20.866	4.595(23%)	16.271(77%)	23.0	7149.0	0.0	7149.0	2784.0	0.0	1533.0	8138.0	armcore	['&dch -f', '&if -W 300 -K 6 -v', '&st']	&b	1.7489999999999988
211	211	['&if -W 300 -K 6 -v', '&mfs', '&st', '&if -W 300 -K 6 -v', '&st', '&b']	23.028000000000002	5.091(23%)	17.937(77%)	23.0	7215.0	0.0	7215.0	2784.0	0.0	2879.0	7421.0	armcore	['&if -W 300 -K 6 -v', '&mfs', '&st', '&if -W 300 -K 6 -v', '&st']	&b	-0.804000000000002
212	212	['&if -W 300 -K 6 -v', '&st', '&if -W 300 -K 6 -v', '&st', '&b']	24.759	5.339(22%)	19.420(78%)	22.0	7248.0	0.0	7248.0	2784.0	0.0	2877.0	7724.0	armcore	['&if -W 300 -K 6 -v', '&st', '&if -W 300 -K 6 -v', '&st']	&b	-0.6600000000000001
213	213	['&if -W 300 -g -K 6', '&if -W 300 -g -K 6']	24.612	5.463(23%)	19.149(77%)	23.0	7330.0	0.0	7330.0	2784.0	0.0	2878.0	7461.0	armcore	['&if -W 300 -g -K 6']	&if -W 300 -g -K 6	0.0
214	214	['&dc2', '&dc2', '&b -d']	25.316	5.463(22%)	19.853(78%)	22.0	7446.0	0.0	7446.0	2784.0	0.0	2878.0	7434.0	armcore	['&dc2', '&dc2']	&b -d	-1.112999999999996
216	216	['&syn3', '&dc2', '&b -d']	18.781	5.099(28%)	13.682(72%)	28.0	7470.0	0.0	7470.0	2784.0	0.0	1533.0	8117.0	armcore	['&syn3', '&dc2']	&b -d	2.053000000000001
217	217	['&syn4', '&dc2', '&b -d']	16.852999999999998	4.579(28%)	12.274(72%)	28.0	7779.0	0.0	7779.0	2784.0	0.0	1533.0	8118.0	armcore	['&syn4', '&dc2']	&b -d	2.213000000000001
218	218	['&b', '&dc2', '&b -d']	20.74	4.595(23%)	16.145(77%)	23.0	7483.0	0.0	7483.0	2784.0	0.0	2875.0	7395.0	armcore	['&b', '&dc2']	&b -d	0.6060000000000016
219	219	['&b -d', '&dc2', '&b -d']	23.871	5.215(22%)	18.656(78%)	22.0	7470.0	0.0	7470.0	2784.0	0.0	2876.0	7089.0	armcore	['&b -d', '&dc2']	&b -d	-0.009000000000000341
223	223	['&synch2', '&dc2', '&b -d']	19.679000000000002	5.281(27%)	14.398(73%)	27.0	7467.0	0.0	7467.0	2784.0	0.0	2878.0	7279.0	armcore	['&synch2', '&dc2']	&b -d	1.2469999999999963
224	224	['&if -W 300 -K 6 -v', '&mfs', '&st']	23.853	5.091(22%)	18.762(78%)	22.0	7135.0	0.0	7135.0	2784.0	0.0	2876.0	7321.0	armcore	['&if -W 300 -K 6 -v', '&mfs']	&st	0.0
225	225	['&if -W 300 -y -K 6', '&if -W 300 -g -K 6']	24.464000000000002	5.339(22%)	19.125(78%)	22.0	7323.0	0.0	7323.0	2784.0	0.0	1533.0	7994.0	armcore	['&if -W 300 -y -K 6']	&if -W 300 -g -K 6	0.14799999999999613
226	226	['&dch', '&dc2', '&b -d']	24.826	5.339(22%)	19.487(78%)	22.0	7390.0	0.0	7390.0	2784.0	0.0	1533.0	7741.0	armcore	['&dch', '&dc2']	&b -d	-1.1940000000000026
227	227	['&dch -f', '&dc2', '&b -d']	21.93	4.595(21%)	17.335(79%)	21.0	7427.0	0.0	7427.0	2784.0	0.0	1533.0	7837.0	armcore	['&dch -f', '&dc2']	&b -d	-0.9789999999999992
